Charm++> Running on Gemini (GNI) with 45 processes
Charm++> static SMSG
Charm++> SMSG memory: 222.2KB
Charm++> memory pool init block size: 8MB, total memory pool limit 0MB (0 means no limit)
Charm++> memory pool registered memory limit: 200000MB, send limit: 100000MB
Charm++> only comm thread send/recv messages
Charm++> Cray TLB page size: 2048K
Charm++> Running in SMP mode: numNodes 45,  15 worker threads per process
Charm++> The comm. thread both sends and receives messages
Charm++> Using recursive bisection (scheme 3) for topology aware partitions
Charm++> TORUS A SIZE 11 USING 4 5 6 8 9 10
Charm++> TORUS B SIZE 6 USING 0 1 2 3 4 5
Charm++> TORUS C SIZE 8 USING 0 1 2 3 4 5 6 7
Charm++> TORUS MINIMAL MESH SIZE IS 7 BY 6 BY 8
Redirecting stdout to files output_002/0/job2.0.log through 44
EXCHANGE_ACCEPT 43 (43) 44 (30) RUN 6383
EXCHANGE_ACCEPT 41 (35) 42 (42) RUN 6383
EXCHANGE_ACCEPT 31 (32) 32 (36) RUN 6383
EXCHANGE_ACCEPT 17 (25) 18 (15) RUN 6383
EXCHANGE_ACCEPT 10 (7) 11 (9) RUN 6384
EXCHANGE_ACCEPT 16 (21) 17 (15) RUN 6384
EXCHANGE_ACCEPT 20 (16) 21 (18) RUN 6384
EXCHANGE_ACCEPT 43 (30) 44 (43) RUN 6385
EXCHANGE_ACCEPT 37 (41) 38 (38) RUN 6385
EXCHANGE_ACCEPT 39 (39) 40 (37) RUN 6385
EXCHANGE_ACCEPT 17 (21) 18 (25) RUN 6385
EXCHANGE_ACCEPT 23 (20) 24 (23) RUN 6385
EXCHANGE_ACCEPT 16 (15) 17 (25) RUN 6386
EXCHANGE_ACCEPT 26 (31) 27 (29) RUN 6386
EXCHANGE_ACCEPT 43 (43) 44 (30) RUN 6387
EXCHANGE_ACCEPT 39 (37) 40 (39) RUN 6387
EXCHANGE_ACCEPT 41 (42) 42 (35) RUN 6387
EXCHANGE_ACCEPT 31 (36) 32 (32) RUN 6387
EXCHANGE_ACCEPT 19 (22) 20 (18) RUN 6387
EXCHANGE_ACCEPT 23 (23) 24 (20) RUN 6387
EXCHANGE_ACCEPT 40 (37) 41 (35) RUN 6388
EXCHANGE_ACCEPT 42 (42) 43 (30) RUN 6388
EXCHANGE_ACCEPT 34 (27) 35 (40) RUN 6388
EXCHANGE_ACCEPT 16 (25) 17 (15) RUN 6388
EXCHANGE_ACCEPT 20 (22) 21 (16) RUN 6388
EXCHANGE_ACCEPT 43 (42) 44 (43) RUN 6389
EXCHANGE_ACCEPT 19 (18) 20 (16) RUN 6389
EXCHANGE_ACCEPT 40 (35) 41 (37) RUN 6390
EXCHANGE_ACCEPT 42 (30) 43 (43) RUN 6390
EXCHANGE_ACCEPT 10 (9) 11 (7) RUN 6390
EXCHANGE_ACCEPT 30 (33) 31 (32) RUN 6390
EXCHANGE_ACCEPT 16 (15) 17 (25) RUN 6390
EXCHANGE_ACCEPT 28 (28) 29 (24) RUN 6390
EXCHANGE_ACCEPT 20 (18) 21 (22) RUN 6390
EXCHANGE_ACCEPT 43 (30) 44 (42) RUN 6391
EXCHANGE_ACCEPT 39 (39) 40 (37) RUN 6391
EXCHANGE_ACCEPT 37 (38) 38 (41) RUN 6391
EXCHANGE_ACCEPT 23 (20) 24 (23) RUN 6391
EXCHANGE_ACCEPT 36 (44) 37 (41) RUN 6392
EXCHANGE_ACCEPT 16 (25) 17 (15) RUN 6392
EXCHANGE_ACCEPT 30 (32) 31 (33) RUN 6392
EXCHANGE_ACCEPT 28 (24) 29 (28) RUN 6392
EXCHANGE_ACCEPT 18 (21) 19 (16) RUN 6392
EXCHANGE_ACCEPT 43 (42) 44 (30) RUN 6393
EXCHANGE_ACCEPT 17 (25) 18 (16) RUN 6393
EXCHANGE_ACCEPT 23 (23) 24 (20) RUN 6393
EXCHANGE_ACCEPT 6 (12) 7 (3) RUN 6394
EXCHANGE_ACCEPT 34 (40) 35 (27) RUN 6394
EXCHANGE_ACCEPT 16 (15) 17 (16) RUN 6394
EXCHANGE_ACCEPT 43 (30) 44 (42) RUN 6395
EXCHANGE_ACCEPT 31 (32) 32 (36) RUN 6395
EXCHANGE_ACCEPT 42 (43) 43 (42) RUN 6396
EXCHANGE_ACCEPT 40 (39) 41 (35) RUN 6396
EXCHANGE_ACCEPT 16 (16) 17 (15) RUN 6396
EXCHANGE_ACCEPT 32 (32) 33 (34) RUN 6396
EXCHANGE_ACCEPT 43 (43) 44 (30) RUN 6397
EXCHANGE_ACCEPT 40 (35) 41 (39) RUN 6398
EXCHANGE_ACCEPT 6 (3) 7 (12) RUN 6398
EXCHANGE_ACCEPT 32 (34) 33 (32) RUN 6398
EXCHANGE_ACCEPT 16 (15) 17 (16) RUN 6398
EXCHANGE_ACCEPT 18 (25) 19 (21) RUN 6398
EXCHANGE_ACCEPT 43 (30) 44 (43) RUN 6399
EXCHANGE_ACCEPT 41 (35) 42 (42) RUN 6399
EXCHANGE_ACCEPT 37 (44) 38 (38) RUN 6399
EXCHANGE_ACCEPT 17 (15) 18 (21) RUN 6399
EXCHANGE_ACCEPT 19 (25) 20 (22) RUN 6399
EXCHANGE_ACCEPT 40 (39) 41 (42) RUN 6400
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 6400
EXCHANGE_ACCEPT 43 (43) 44 (30) RUN 6401
EXCHANGE_ACCEPT 19 (22) 20 (25) RUN 6401
EXCHANGE_ACCEPT 40 (42) 41 (39) RUN 6402
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 6402
EXCHANGE_ACCEPT 26 (29) 27 (31) RUN 6402
EXCHANGE_ACCEPT 43 (30) 44 (43) RUN 6403
EXCHANGE_ACCEPT 37 (38) 38 (44) RUN 6403
EXCHANGE_ACCEPT 41 (42) 42 (35) RUN 6403
EXCHANGE_ACCEPT 33 (34) 34 (27) RUN 6403
EXCHANGE_ACCEPT 36 (41) 37 (44) RUN 6404
EXCHANGE_ACCEPT 42 (42) 43 (43) RUN 6404
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 6404
EXCHANGE_ACCEPT 20 (22) 21 (18) RUN 6404
